-2.191441358029842523e-01,-2.563154400289058832e-01
-1.694925228096544889e-01,-1.936629535360261944e-01
2.482446181029081267e-02,-3.815494440123438913e-02
-1.130534560382366188e-01,-9.317512819170951921e-02
-6.881934405267238208e-01,-4.051020146310329584e-01
-9.942967034503817636e-02,-1.490111130718141941e-01
-1.964252890050411371e-01,-2.171789706647396234e-01
-4.601183155048638729e-01,-4.179753857045434562e-01
-8.093645013496279794e-02,-1.380714593417942671e-01
-5.091256657242775041e-02,-5.790068218111991960e-02
-5.813710400462150651e-02,-1.305370182693004755e-01
-5.971997985243797380e-02,-5.811691293120384294e-02
-1.736589075028896478e-01,-1.511329152584076074e-01
-8.783934117257594654e-01,-2.942025662362575678e-01
-6.709433794915675708e-01,-2.821054459512233881e-01
-1.880307952836156038e-01,-2.304591412851587084e-01
-3.363696075603365976e-02,-1.017094129659235485e-01
-3.423627987131476480e-02,-1.163620798345655211e-01
-4.439845086038112787e-01,-2.325607539117336420e-01
-4.934181571900844721e-01,-3.126388789117336420e-01
-1.244556746408343323e-01,-1.622540579140186456e-01
-1.256766483150422720e-01,-2.366742245815694479e-01
-2.933801413476467279e-01,-2.136690617501735834e-01
3.670533365011215132e-02,-7.159238690137863237e-02
-4.438205944374204459e-03,-7.301401728391647417e-02
-9.722386356070637781e-02,-1.519144333163276461e-01
-1.685882807672023920e-01,-1.503389776647091058e-01
-1.951975210998207477e-01,-2.332964659165591148e-01
-4.712134689092636886e-03,-6.780532011389732439e-02
-1.639692681804299501e-01,-1.735879915961995867e-01
-6.952261925637721607e-01,-2.982687988281250147e-01
-1.135291455741971739e-01,-2.432360056284815220e-01
-1.370697371661663833e-03,-9.234338402375578958e-02
-4.802993042021989900e-02,-8.882798123732209283e-02
-2.070305087566375879e-01,-2.817095814701169876e-01
-9.683287804573774415e-02,-2.209517993927002100e-01
-4.762243941389024404e-01,-4.409592014147201700e-01
-1.429101357664913086e-01,-1.964788476200774459e-01
-1.328395904004573969e-01,-1.004500837028026589e-01
-2.280026675164699701e-01,-2.671523728370666650e-01
-2.236500618476420787e-01,-3.093205489297397581e-01
-3.320466280877590326e-01,-2.257660628259182123e-01
-1.888125724717974740e-02,-1.239406541883945473e-01
-8.182258912920951921e-02,-1.222395599782466896e-01
-2.260107100903988031e-01,-2.104313970506191400e-01
-5.104014286398887712e-02,-1.088799835145473488e-01
-4.581235701646655945e-01,-3.822928894826909674e-01
-1.039484186060726650e-01,-1.413811832629144338e-01
-1.846944988667965082e-01,-1.380240620076656488e-01
-3.255434037148952631e-01,-2.070119977891445306e-01
-2.480879277884960321e-01,-3.809253034726716725e-01
7.419091896526515406e-02,-4.099989947490394193e-02
-1.237536967694759377e-01,-9.360209116339683610e-02
-3.368383926302194742e-01,-4.354165247371420411e-01
-5.256800056397914478e-01,-3.065110445916652826e-01
2.093716282770037573e-02,3.761576166376470742e-03
-9.273108243569731790e-02,-2.013550882423296717e-01
4.019728852808475417e-02,-9.184273900091648180e-02
2.109780818223952470e-03,-2.553815403580665666e-02
-1.333487834408879358e-02,-3.975363783165812570e-02
-9.767655135095119068e-01,-2.766690292358398584e-01
-4.467812181413173822e-01,-2.324906029701233057e-01
-1.597248316705227045e-01,-1.285606325566768793e-01
-2.921500069517642406e-01,-3.785611419319175330e-01
-1.708808281421661524e-01,-1.780047156810760645e-01
-2.308492661416530756e-01,-1.497487724721431879e-01
4.007131667248904627e-02,-1.042600230742245920e-01
-6.077526239305734712e-02,-1.982324240691960004e-01
-1.271116495221853215e+00,-1.515626908242702631e-01
7.558992659114301127e-02,-5.130153949931264001e-02
-1.384738386571407465e-01,-1.457926631867885736e-01
-2.183646858632564691e-01,-1.867799759805202631e-01
-2.466337681710720209e-01,-1.727430523335933832e-01
-3.925587921030819494e-02,-7.917783651128411371e-02
-8.499309685640037137e-02,-1.831230774717405585e-01
-2.381264621820300964e-01,-3.187151379846036581e-01
-2.420517505109310297e-01,-1.564199329316616205e-01
-5.794648835062980730e-02,-7.859446117281913835e-02
-3.495323062837124017e-01,-1.951392889916896967e-01
-2.326710499785840658e-01,-3.088372317454777805e-01
-2.554137111604213861e-01,-2.304188013970852045e-01
-1.857659519612789301e-01,-1.912346781194210199e-01
-1.156395765449851759e-01,-1.354010029193014053e-01
-8.422079295478761274e-02,-2.263141083260998276e-01
5.514392108097672385e-02,-9.208546308428049165e-02
-1.781730417590588478e-01,-2.745683542182669190e-01
-6.077142954766749927e-01,-2.975503207147121576e-01
-3.336793216504156667e-02,-4.277075766213238317e-02
-5.005829335153102466e-01,-2.831010223329067377e-01
-1.446645260751247553e-01,-3.368881941735744623e-01
-4.395777584016323236e-01,-2.671119571626186517e-01
5.092864533886312661e-03,-6.366076655313372690e-02
-3.056007624566555170e-01,-2.078298927247524408e-01
-2.804263831079006342e-01,-1.703933478295803217e-01
-2.943965735342353729e-01,-3.497546128076501337e-01
-1.172418148219585426e-01,-1.799388983948156384e-01
-3.356913925111293939e-01,-2.980865874290466455e-01
-1.081436375118792065e-01,-1.909943986414000539e-01
-3.549603224694728998e-01,-1.951654554307460931e-01
-2.547409833371639398e-01,-2.711043694019317774e-01
-3.205925227105617670e-01,-3.093535901010036615e-01
-1.825312376916408685e-01,-1.778815128803253320e-01
-4.398945012092590479e-01,-2.727078833580017236e-01
-7.904617497324943620e-02,-1.294779927432537225e-01
1.945457272604107779e-02,-6.086847125180065710e-02
-1.367758513391018060e-01,-2.085495592057705072e-01
-5.361167789399623462e-01,-2.378709317147731928e-01
-3.855275394953787405e-02,-9.955010572075843889e-02
-1.719978452622890619e-01,-1.351872683465480951e-01
-3.638653466105461198e-02,-5.942863234877586442e-02
-3.067742428705096391e-01,-2.907301122052595166e-01
8.423492455855011163e-03,-2.080969175752252487e-01
-4.578385943043977169e-01,-4.009429866876453308e-01
-8.783479486219585020e-02,-1.919728172672912625e-01
-1.279827953279018549e-01,-1.595857740342617181e-01
-1.307151914536953119e-01,-9.293040642142295915e-02
-1.902389564514160303e-01,-1.369903125762939600e-01
-1.612586924768984464e-01,-2.673006916614249495e-01
-2.714109966494143156e-01,-4.218772593033500162e-01
-1.410448736008256820e-01,-2.689962873430922774e-01
-1.750124097764492181e-01,-1.274937988221645502e-01
-7.283762106299400407e-02,-7.202112683653831560e-02
-9.167760932818055930e-03,-1.952800833117216972e-01
-2.786001217048615364e-01,-3.003595883804373590e-01
-2.757400283217430192e-02,-1.919668287467211631e-01
2.156124813854694289e-02,4.207461982965468583e-03
2.277602339535951537e-02,-7.946912836842238981e-02
-4.792386890351772455e-01,-2.552282215058803705e-01
-2.885700309146195797e-01,-3.170831795162521449e-01
-3.940218687951564935e-01,-2.160174288749694971e-01
4.902913156338035983e-02,-9.959388626366853792e-02
-1.067187488973140724e-01,-1.059692838191986092e-01
-2.486930746547877935e-01,-2.777351750722155121e-01
-2.380657494962215570e-01,-1.405003369748592523e-01
-7.254369472712278444e-02,-1.279678032463416604e-01
-1.412996565550565797e-02,-9.558387831412255842e-02
-3.615325094163417963e-01,-3.282067180573940424e-01
-3.985689589381218034e-02,-4.909476646780967790e-02
3.208172032982110899e-02,-3.980267882347107711e-03
-3.965388243980705885e-01,-3.915502187758684305e-01
-1.503986242190003542e-01,-2.604653150504455117e-01
-2.824060321748256830e-01,-2.032955885827541498e-01
2.202270543575286788e-02,-1.190393158197402962e-01
-7.772031807899475175e-02,-1.274288930892944482e-01
-6.821833849847316333e-01,-3.163535633087158350e-01
-6.451307246088981706e-02,-9.484949716925621110e-02
